Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,Season
I1,2013-09-29,Roma,Bologna,5,0,H,3,0,H,11,11,7,3,12,13,2,7,1,3,0,0,2013-2014
I1,2013-09-29,Sassuolo,Lazio,2,2,D,0,0,D,20,12,6,4,12,11,12,4,3,1,0,0,2013-2014
I1,2013-09-29,Torino,Juventus,0,1,A,0,0,D,6,17,0,6,12,16,2,8,3,3,0,0,2013-2014
I1,2013-09-29,Verona,Livorno,2,1,H,1,1,D,16,19,5,8,15,8,5,5,3,2,0,0,2013-2014
I1,2013-09-30,Fiorentina,Parma,2,2,D,0,1,A,11,7,3,5,10,20,6,5,3,2,0,0,2013-2014
I1,2013-10-05,Chievo,Atalanta,0,1,A,0,1,A,20,8,3,2,12,10,11,5,2,1,0,0,2013-2014
I1,2013-10-05,Inter,Roma,0,3,A,0,3,A,18,9,3,5,15,22,10,2,2,5,0,1,2013-2014
I1,2013-10-06,Bologna,Verona,1,4,A,0,2,A,24,13,8,5,12,9,6,5,2,2,0,0,2013-2014
I1,2013-10-06,Catania,Genoa,1,1,D,0,0,D,14,8,4,3,22,15,3,4,3,3,0,0,2013-2014
I1,2013-10-06,Juventus,Milan,3,2,H,1,1,D,20,8,6,5,12,13,9,5,1,3,0,1,2013-2014
I1,2013-10-06,Lazio,Fiorentina,0,0,D,0,0,D,20,3,4,0,15,17,6,1,4,4,0,0,2013-2014
I1,2013-10-06,Napoli,Livorno,4,0,H,2,0,H,10,10,6,2,19,17,4,4,0,2,0,0,2013-2014
I1,2013-10-06,Parma,Sassuolo,3,1,H,1,1,D,10,16,3,7,18,16,3,6,2,2,1,1,2013-2014
I1,2013-10-06,Sampdoria,Torino,2,2,D,1,0,H,14,10,6,3,21,22,4,11,3,6,0,0,2013-2014
I1,2013-10-06,Udinese,Cagliari,2,0,H,1,0,H,12,15,4,2,14,17,5,4,1,1,0,0,2013-2014
I1,2013-10-18,Roma,Napoli,2,0,H,1,0,H,13,15,4,3,13,11,2,5,2,3,0,1,2013-2014
I1,2013-10-19,Cagliari,Catania,2,1,H,1,1,D,29,7,10,4,12,18,11,5,3,1,0,1,2013-2014
I1,2013-10-19,Milan,Udinese,1,0,H,1,0,H,12,7,3,2,13,12,3,10,3,3,0,0,2013-2014
I1,2013-10-20,Atalanta,Lazio,2,1,H,1,0,H,14,16,5,4,7,17,8,2,0,2,0,0,2013-2014
I1,2013-10-20,Fiorentina,Juventus,4,2,H,0,2,A,12,18,7,8,11,25,4,5,3,6,0,0,2013-2014
I1,2013-10-20,Genoa,Chievo,2,1,H,1,0,H,9,15,5,7,15,20,4,2,1,4,0,0,2013-2014
I1,2013-10-20,Livorno,Sampdoria,1,2,A,0,1,A,17,11,5,2,14,18,5,2,5,2,0,0,2013-2014
I1,2013-10-20,Sassuolo,Bologna,2,1,H,2,1,H,8,20,5,6,18,11,1,13,4,2,0,0,2013-2014
I1,2013-10-20,Torino,Inter,3,3,D,1,1,D,23,8,5,5,9,13,11,2,3,2,0,1,2013-2014
I1,2013-10-20,Verona,Parma,3,2,H,1,2,A,14,14,7,6,16,21,6,3,0,7,0,0,2013-2014
I1,2013-10-26,Inter,Verona,4,2,H,3,1,H,21,9,8,4,11,10,9,1,3,3,1,1,2013-2014
I1,2013-10-26,Sampdoria,Atalanta,1,0,H,0,0,D,14,8,6,0,22,18,3,5,4,2,0,1,2013-2014
I1,2013-10-27,Bologna,Livorno,1,0,H,1,0,H,9,13,4,2,20,13,5,6,2,2,0,0,2013-2014
I1,2013-10-27,Catania,Sassuolo,0,0,D,0,0,D,14,12,4,1,19,12,5,2,1,2,0,0,2013-2014
I1,2013-10-27,Chievo,Fiorentina,1,2,A,1,1,D,9,15,2,4,15,8,3,6,4,3,0,0,2013-2014
I1,2013-10-27,Juventus,Genoa,2,0,H,2,0,H,24,6,9,0,15,9,6,2,1,1,0,0,2013-2014
I1,2013-10-27,Lazio,Cagliari,2,0,H,0,0,D,12,12,3,4,17,14,4,5,1,1,0,0,2013-2014
I1,2013-10-27,Napoli,Torino,2,0,H,2,0,H,21,9,7,3,13,9,7,4,1,0,0,1,2013-2014
I1,2013-10-27,Parma,Milan,3,2,H,2,0,H,16,16,8,5,14,10,3,6,3,3,0,0,2013-2014
I1,2013-10-27,Udinese,Roma,0,1,A,0,0,D,13,15,3,5,16,12,4,8,4,3,0,1,2013-2014
I1,2013-10-29,Atalanta,Inter,1,1,D,1,1,D,12,13,8,4,11,14,8,7,3,1,0,0,2013-2014
I1,2013-10-30,Cagliari,Bologna,0,3,A,0,1,A,11,17,2,5,17,21,7,3,2,3,1,0,2013-2014
I1,2013-10-30,Fiorentina,Napoli,1,2,A,1,2,A,11,4,3,2,22,16,9,3,2,3,1,1,2013-2014
I1,2013-10-30,Genoa,Parma,1,0,H,0,0,D,5,10,5,3,14,12,2,3,3,2,0,0,2013-2014
I1,2013-10-30,Juventus,Catania,4,0,H,2,0,H,23,7,10,1,14,11,9,5,2,0,0,1,2013-2014
I1,2013-10-30,Livorno,Torino,3,3,D,2,2,D,19,13,6,7,13,18,8,8,6,5,0,0,2013-2014
I1,2013-10-30,Milan,Lazio,1,1,D,0,0,D,18,5,5,3,12,19,4,3,4,2,0,0,2013-2014
I1,2013-10-30,Sassuolo,Udinese,1,2,A,1,1,D,15,9,7,4,16,22,6,4,3,2,1,0,2013-2014
I1,2013-10-30,Verona,Sampdoria,2,0,H,0,0,D,12,15,5,5,12,13,7,3,0,1,0,0,2013-2014
I1,2013-10-31,Roma,Chievo,1,0,H,0,0,D,18,2,3,1,12,19,10,1,3,5,0,0,2013-2014
I1,2013-11-02,Milan,Fiorentina,0,2,A,0,1,A,18,4,1,2,19,12,10,3,1,2,0,0,2013-2014
I1,2013-11-02,Napoli,Catania,2,1,H,2,1,H,21,13,8,2,14,13,12,0,0,0,0,0,2013-2014
I1,2013-11-02,Parma,Juventus,0,1,A,0,0,D,5,12,1,5,15,14,6,3,2,4,0,0,2013-2014
I1,2013-11-03,Lazio,Genoa,0,2,A,0,0,D,17,7,4,3,16,18,5,4,2,1,0,0,2013-2014
I1,2013-11-03,Livorno,Atalanta,1,0,H,1,0,H,18,5,6,1,15,17,3,4,4,3,0,1,2013-2014
I1,2013-11-03,Sampdoria,Sassuolo,3,4,A,1,0,H,13,19,5,10,17,14,4,3,2,2,1,0,2013-2014
I1,2013-11-03,Torino,Roma,1,1,D,0,1,A,14,12,5,3,12,11,5,5,2,3,0,0,2013-2014
I1,2013-11-03,Udinese,Inter,0,3,A,0,2,A,9,13,3,5,12,13,6,4,0,3,0,0,2013-2014
I1,2013-11-03,Verona,Cagliari,2,1,H,1,0,H,6,18,4,3,8,21,4,6,0,3,0,0,2013-2014
I1,2013-11-04,Bologna,Chievo,0,0,D,0,0,D,12,3,3,1,14,24,2,2,2,1,0,0,2013-2014
I1,2013-11-09,Catania,Udinese,1,0,H,1,0,H,11,17,4,1,24,15,5,6,2,3,0,0,2013-2014
I1,2013-11-09,Inter,Livorno,2,0,H,1,0,H,12,9,4,1,15,10,6,0,3,3,0,0,2013-2014
I1,2013-11-10,Atalanta,Bologna,2,1,H,0,0,D,13,11,3,4,17,17,8,1,3,2,0,0,2013-2014
I1,2013-11-10,Cagliari,Torino,2,1,H,1,0,H,10,9,5,4,19,11,4,4,4,4,0,0,2013-2014
I1,2013-11-10,Chievo,Milan,0,0,D,0,0,D,6,23,2,3,15,9,2,8,2,0,1,1,2013-2014
I1,2013-11-10,Fiorentina,Sampdoria,2,1,H,2,0,H,14,13,5,3,7,15,9,1,0,4,0,0,2013-2014
I1,2013-11-10,Genoa,Verona,2,0,H,2,0,H,12,25,3,4,8,8,5,4,1,2,0,0,2013-2014
I1,2013-11-10,Juventus,Napoli,3,0,H,1,0,H,14,13,10,5,16,16,4,4,2,1,1,0,2013-2014
I1,2013-11-10,Parma,Lazio,1,1,D,0,0,D,10,13,4,4,7,12,4,10,2,2,1,0,2013-2014
I1,2013-11-10,Roma,Sassuolo,1,1,D,1,0,H,16,11,6,7,10,18,10,3,3,4,0,0,2013-2014
I1,2013-11-23,Milan,Genoa,1,1,D,1,1,D,39,2,10,1,10,18,12,0,3,2,0,1,2013-2014
I1,2013-11-23,Napoli,Parma,0,1,A,0,0,D,10,12,4,4,9,13,5,6,2,2,0,0,2013-2014
I1,2013-11-23,Verona,Chievo,0,1,A,0,0,D,6,12,0,3,16,17,11,7,4,1,0,0,2013-2014
I1,2013-11-24,Bologna,Inter,1,1,D,1,0,H,9,22,4,6,10,9,2,15,4,1,0,0,2013-2014
I1,2013-11-24,Livorno,Juventus,0,2,A,0,0,D,9,21,1,6,14,19,3,11,4,1,0,0,2013-2014
I1,2013-11-24,Sampdoria,Lazio,1,1,D,0,0,D,10,12,5,2,16,17,3,4,3,3,1,0,2013-2014
I1,2013-11-24,Sassuolo,Atalanta,2,0,H,0,0,D,17,13,6,4,21,25,5,2,1,2,1,0,2013-2014
I1,2013-11-24,Torino,Catania,4,1,H,2,0,H,22,15,7,5,10,21,7,6,3,5,0,0,2013-2014
I1,2013-11-24,Udinese,Fiorentina,1,0,H,1,0,H,22,15,11,5,22,8,6,6,2,2,0,0,2013-2014
I1,2013-11-25,Roma,Cagliari,0,0,D,0,0,D,19,8,5,2,9,11,19,7,2,4,0,0,2013-2014
I1,2013-11-30,Genoa,Torino,1,1,D,0,1,A,16,21,7,10,15,15,5,9,3,2,0,0,2013-2014
I1,2013-11-30,Parma,Bologna,1,1,D,1,1,D,18,7,8,4,17,14,11,2,6,2,0,1,2013-2014
I1,2013-12-01,Atalanta,Roma,1,1,D,0,0,D,7,17,3,7,10,21,2,7,3,2,0,0,2013-2014
I1,2013-12-01,Cagliari,Sassuolo,2,2,D,0,2,A,16,12,7,4,12,15,6,2,2,1,0,0,2013-2014
I1,2013-12-01,Catania,Milan,1,3,A,1,1,D,12,13,3,7,18,15,2,5,3,3,1,0,2013-2014
I1,2013-12-01,Chievo,Livorno,3,0,H,1,0,H,19,14,6,4,21,4,11,6,4,2,0,0,2013-2014
I1,2013-12-01,Inter,Sampdoria,1,1,D,1,0,H,11,14,2,5,17,17,4,5,3,3,0,0,2013-2014
I1,2013-12-01,Juventus,Udinese,1,0,H,0,0,D,27,9,5,4,10,9,12,4,2,1,0,0,2013-2014
I1,2013-12-02,Fiorentina,Verona,4,3,H,3,2,H,23,11,7,7,9,13,5,1,2,3,0,1,2013-2014
I1,2013-12-02,Lazio,Napoli,2,4,A,1,1,D,12,13,4,7,21,13,1,3,2,2,0,0,2013-2014
I1,2013-12-06,Bologna,Juventus,0,2,A,0,1,A,10,19,4,6,16,16,7,6,1,4,0,0,2013-2014
I1,2013-12-07,Livorno,Milan,2,2,D,1,1,D,17,11,7,5,15,11,7,2,5,2,0,0,2013-2014
I1,2013-12-07,Napoli,Udinese,3,3,D,2,1,H,12,17,6,7,13,13,10,8,4,2,0,0,2013-2014
I1,2013-12-08,Cagliari,Genoa,2,1,H,0,1,A,30,4,7,3,15,11,8,3,5,1,0,1,2013-2014
I1,2013-12-08,Inter,Parma,3,3,D,1,2,A,15,17,6,8,14,13,3,11,2,1,0,0,2013-2014
I1,2013-12-08,Roma,Fiorentina,2,1,H,1,1,D,21,15,9,5,11,13,8,6,3,4,1,0,2013-2014
I1,2013-12-08,Sampdoria,Catania,2,0,H,0,0,D,17,5,7,0,17,13,7,3,3,2,0,0,2013-2014
I1,2013-12-08,Sassuolo,Chievo,0,1,A,0,0,D,6,9,2,5,19,26,4,4,2,2,0,0,2013-2014
I1,2013-12-08,Torino,Lazio,1,0,H,1,0,H,5,21,3,3,8,19,1,15,3,2,0,0,2013-2014
I1,2013-12-08,Verona,Atalanta,2,1,H,0,1,A,15,11,6,5,13,15,9,5,1,3,0,1,2013-2014
I1,2013-12-14,Catania,Verona,0,0,D,0,0,D,16,8,6,1,17,19,6,2,2,1,0,0,2013-2014
I1,2013-12-15,Chievo,Sampdoria,0,1,A,0,1,A,11,9,6,2,15,23,7,3,4,5,0,0,2013-2014
I1,2013-12-15,Fiorentina,Bologna,3,0,H,2,0,H,18,8,8,4,10,11,6,6,2,1,0,0,2013-2014
I1,2013-12-15,Genoa,Atalanta,1,1,D,0,0,D,13,15,3,4,10,13,10,8,0,2,0,0,2013-2014
I1,2013-12-15,Juventus,Sassuolo,4,0,H,3,0,H,20,12,8,0,12,15,5,2,1,1,0,0,2013-2014
I1,2013-12-15,Lazio,Livorno,2,0,H,2,0,H,17,10,5,1,22,17,1,5,2,5,0,0,2013-2014
I1,2013-12-15,Napoli,Inter,4,2,H,3,2,H,13,11,9,5,12,9,5,6,2,1,0,1,2013-2014
I1,2013-12-15,Parma,Cagliari,0,0,D,0,0,D,10,18,2,4,13,17,5,3,4,4,0,0,2013-2014
I1,2013-12-15,Udinese,Torino,0,2,A,0,0,D,20,7,3,3,12,13,6,2,2,3,0,0,2013-2014
I1,2013-12-16,Milan,Roma,2,2,D,1,1,D,11,14,4,4,13,13,4,7,4,2,0,0,2013-2014
I1,2013-12-21,Cagliari,Napoli,1,1,D,1,1,D,10,10,4,2,13,14,4,6,2,2,0,0,2013-2014
I1,2013-12-21,Livorno,Udinese,1,2,A,1,1,D,14,14,4,4,11,20,3,4,3,2,0,0,2013-2014
I1,2013-12-22,Atalanta,Juventus,1,4,A,1,1,D,7,16,3,4,14,16,1,4,1,2,0,0,2013-2014
I1,2013-12-22,Bologna,Genoa,1,0,H,0,0,D,19,5,3,1,23,21,8,4,5,1,0,0,2013-2014
I1,2013-12-22,Inter,Milan,1,0,H,0,0,D,15,18,7,5,13,15,5,7,3,4,0,1,2013-2014
I1,2013-12-22,Roma,Catania,4,0,H,1,0,H,21,10,10,1,11,19,9,3,1,4,0,0,2013-2014
I1,2013-12-22,Sampdoria,Parma,1,1,D,1,0,H,8,15,3,5,16,18,4,4,2,4,0,0,2013-2014
I1,2013-12-22,Sassuolo,Fiorentina,0,1,A,0,0,D,9,10,3,5,18,10,2,3,5,3,0,0,2013-2014
I1,2013-12-22,Torino,Chievo,4,1,H,1,1,D,12,9,6,3,12,13,6,7,2,2,0,0,2013-2014
I1,2013-12-22,Verona,Lazio,4,1,H,2,1,H,13,18,7,9,7,13,1,10,1,2,0,0,2013-2014
I1,2014-01-05,Chievo,Cagliari,0,0,D,0,0,D,1,6,0,1,24,19,1,1,3,2,0,0,2013-2014
I1,2014-01-05,Fiorentina,Livorno,1,0,H,0,0,D,19,8,7,3,13,21,5,3,4,5,0,0,2013-2014
I1,2014-01-05,Juventus,Roma,3,0,H,1,0,H,13,8,5,4,15,17,5,3,3,2,0,2,2013-2014
I1,2014-01-06,Catania,Bologna,2,0,H,1,0,H,19,12,2,2,18,19,3,4,4,4,0,0,2013-2014
I1,2014-01-06,Genoa,Sassuolo,2,0,H,2,0,H,17,10,8,1,19,23,9,4,3,4,0,0,2013-2014
I1,2014-01-06,Lazio,Inter,1,0,H,0,0,D,8,10,3,1,11,16,6,4,3,2,0,0,2013-2014
I1,2014-01-06,Milan,Atalanta,3,0,H,1,0,H,15,12,8,4,20,13,3,7,1,1,0,0,2013-2014
I1,2014-01-06,Napoli,Sampdoria,2,0,H,0,0,D,19,15,6,4,13,14,7,1,3,3,0,0,2013-2014
I1,2014-01-06,Parma,Torino,3,1,H,2,1,H,17,14,5,4,17,6,9,4,1,2,0,0,2013-2014
I1,2014-01-06,Udinese,Verona,1,3,A,1,2,A,23,8,3,3,10,13,4,4,0,2,0,0,2013-2014
I1,2014-01-11,Bologna,Lazio,0,0,D,0,0,D,12,2,4,0,8,13,1,3,2,2,0,0,2013-2014
I1,2014-01-11,Livorno,Parma,0,3,A,0,1,A,19,9,5,5,13,21,6,6,1,1,0,0,2013-2014
I1,2014-01-12,Atalanta,Catania,2,1,H,0,0,D,17,12,8,4,13,13,8,10,2,3,0,0,2013-2014
I1,2014-01-12,Cagliari,Juventus,1,4,A,1,1,D,8,15,3,9,10,13,4,4,2,1,1,0,2013-2014
I1,2014-01-12,Roma,Genoa,4,0,H,3,0,H,22,0,8,0,13,7,4,1,0,2,0,1,2013-2014
I1,2014-01-12,Sassuolo,Milan,4,3,H,3,2,H,12,16,8,7,23,18,4,3,5,3,0,0,2013-2014
I1,2014-01-12,Torino,Fiorentina,0,0,D,0,0,D,6,16,5,2,9,10,7,5,0,1,0,0,2013-2014
I1,2014-01-12,Verona,Napoli,0,3,A,0,1,A,11,15,2,8,21,19,4,3,1,1,0,0,2013-2014
I1,2014-01-13,Inter,Chievo,1,1,D,1,1,D,9,9,5,1,10,13,6,3,1,1,0,0,2013-2014
I1,2014-01-13,Sampdoria,Udinese,3,0,H,1,0,H,20,4,6,1,22,21,5,6,3,3,1,2,2013-2014
I1,2014-01-18,Juventus,Sampdoria,4,2,H,3,1,H,18,17,5,5,8,12,3,10,1,3,0,0,2013-2014
I1,2014-01-18,Roma,Livorno,3,0,H,2,0,H,22,4,10,0,16,11,8,0,1,0,0,0,2013-2014
I1,2014-01-19,Atalanta,Cagliari,1,0,H,0,0,D,12,16,5,1,9,8,4,5,3,0,0,1,2013-2014
I1,2014-01-19,Bologna,Napoli,2,2,D,1,0,H,10,11,2,4,23,14,5,5,4,2,1,0,2013-2014
I1,2014-01-19,Catania,Fiorentina,0,3,A,0,3,A,9,12,3,4,16,9,3,3,2,1,0,0,2013-2014
I1,2014-01-19,Chievo,Parma,1,2,A,1,1,D,8,10,2,4,17,16,3,1,2,3,0,0,2013-2014
I1,2014-01-19,Genoa,Inter,1,0,H,0,0,D,14,11,6,5,14,13,11,5,5,1,0,0,2013-2014
I1,2014-01-19,Milan,Verona,1,0,H,0,0,D,25,13,7,3,11,12,5,10,2,1,0,0,2013-2014
I1,2014-01-19,Sassuolo,Torino,0,2,A,0,1,A,15,6,2,5,18,17,10,4,3,2,0,0,2013-2014
I1,2014-01-19,Udinese,Lazio,2,3,A,1,0,H,10,20,3,5,10,15,3,2,2,3,0,1,2013-2014
I1,2014-01-25,Lazio,Juventus,1,1,D,1,0,H,11,11,3,3,13,15,0,7,1,1,0,1,2013-2014
I1,2014-01-25,Napoli,Chievo,1,1,D,0,1,A,23,3,4,1,12,15,11,2,1,2,0,0,2013-2014
I1,2014-01-26,Cagliari,Milan,1,2,A,1,0,H,7,21,1,8,21,19,4,9,3,1,0,0,2013-2014
I1,2014-01-26,Fiorentina,Genoa,3,3,D,2,2,D,18,10,4,3,11,18,8,2,1,2,0,0,2013-2014
I1,2014-01-26,Inter,Catania,0,0,D,0,0,D,13,5,3,0,13,15,14,4,1,2,0,0,2013-2014
I1,2014-01-26,Livorno,Sassuolo,3,1,H,3,1,H,10,12,3,3,19,16,4,5,3,6,0,0,2013-2014
I1,2014-01-26,Parma,Udinese,1,0,H,1,0,H,12,7,5,2,12,11,8,5,3,3,0,0,2013-2014
I1,2014-01-26,Sampdoria,Bologna,1,1,D,0,0,D,15,17,5,5,16,11,6,5,4,1,0,0,2013-2014
I1,2014-01-26,Torino,Atalanta,1,0,H,0,0,D,18,12,4,2,12,11,10,3,4,4,0,1,2013-2014
I1,2014-01-26,Verona,Roma,1,3,A,0,1,A,6,19,3,5,18,11,4,6,3,2,0,0,2013-2014
I1,2014-02-01,Bologna,Udinese,0,2,A,0,1,A,16,6,1,3,8,18,5,5,3,4,0,0,2013-2014
I1,2014-02-01,Cagliari,Fiorentina,1,0,H,1,0,H,13,14,6,3,22,17,2,7,2,1,0,0,2013-2014
I1,2014-02-01,Milan,Torino,1,1,D,0,1,A,23,6,6,2,14,12,13,3,2,2,0,0,2013-2014
I1,2014-02-02,Atalanta,Napoli,3,0,H,0,0,D,10,16,3,3,14,17,1,6,0,2,0,0,2013-2014
I1,2014-02-02,Catania,Livorno,3,3,D,0,0,D,15,17,6,7,26,16,4,2,5,5,0,0,2013-2014
I1,2014-02-02,Chievo,Lazio,0,2,A,0,1,A,11,12,0,6,14,9,5,6,2,1,0,0,2013-2014
I1,2014-02-02,Juventus,Inter,3,1,H,1,0,H,20,7,9,2,11,13,8,4,1,2,0,0,2013-2014
I1,2014-02-02,Sassuolo,Verona,1,2,A,0,0,D,12,13,2,1,15,19,6,5,2,3,0,0,2013-2014
I1,2014-02-03,Genoa,Sampdoria,0,1,A,0,1,A,12,12,4,7,14,22,5,5,4,1,0,0,2013-2014
I1,2014-02-08,Fiorentina,Atalanta,2,0,H,1,0,H,19,11,5,3,13,14,11,6,1,2,0,1,2013-2014
I1,2014-02-08,Napoli,Milan,3,1,H,1,1,D,27,8,14,6,10,17,5,0,3,2,0,0,2013-2014
I1,2014-02-08,Udinese,Chievo,3,0,H,0,0,D,10,9,5,3,12,10,1,6,0,2,0,0,2013-2014
I1,2014-02-09,Inter,Sassuolo,1,0,H,0,0,D,16,3,7,1,13,14,10,3,1,1,0,0,2013-2014
I1,2014-02-09,Lazio,Roma,0,0,D,0,0,D,3,14,0,4,20,10,6,6,3,2,0,0,2013-2014
I1,2014-02-09,Livorno,Genoa,0,1,A,0,1,A,19,6,5,2,20,20,10,1,4,3,0,0,2013-2014
I1,2014-02-09,Parma,Catania,0,0,D,0,0,D,5,19,1,2,21,12,6,6,2,3,0,0,2013-2014
I1,2014-02-09,Sampdoria,Cagliari,1,0,H,1,0,H,10,14,3,3,26,24,5,4,4,5,0,0,2013-2014
I1,2014-02-09,Torino,Bologna,1,2,A,1,2,A,19,11,5,6,18,16,13,1,0,0,0,0,2013-2014
I1,2014-02-09,Verona,Juventus,2,2,D,0,2,A,11,14,3,4,10,19,3,9,2,0,0,0,2013-2014
I1,2014-02-14,Milan,Bologna,1,0,H,0,0,D,13,11,4,4,17,22,8,2,1,3,0,0,2013-2014
I1,2014-02-15,Fiorentina,Inter,1,2,A,0,1,A,15,9,5,4,11,16,9,6,1,6,0,0,2013-2014
I1,2014-02-16,Atalanta,Parma,0,4,A,0,1,A,14,17,5,7,11,12,8,4,2,4,0,0,2013-2014
I1,2014-02-16,Cagliari,Livorno,1,2,A,0,1,A,12,15,5,3,19,23,1,5,2,4,1,2,2013-2014
I1,2014-02-16,Catania,Lazio,3,1,H,1,1,D,16,10,8,3,18,23,1,1,2,4,0,0,2013-2014
I1,2014-02-16,Genoa,Udinese,3,3,D,1,2,A,23,10,6,7,12,16,8,8,3,5,0,0,2013-2014
I1,2014-02-16,Juventus,Chievo,3,1,H,2,0,H,14,9,5,2,14,16,7,2,3,2,0,0,2013-2014
I1,2014-02-16,Roma,Sampdoria,3,0,H,1,0,H,16,9,6,2,10,15,6,2,2,1,0,1,2013-2014
I1,2014-02-16,Sassuolo,Napoli,0,2,A,0,1,A,8,20,2,7,9,15,3,4,4,3,0,0,2013-2014
I1,2014-02-17,Verona,Torino,1,3,A,1,0,H,16,15,4,5,10,17,6,6,1,3,0,0,2013-2014
I1,2014-02-22,Bologna,Roma,0,1,A,0,1,A,12,17,1,2,10,15,5,1,1,3,0,0,2013-2014
I1,2014-02-23,Chievo,Catania,2,0,H,1,0,H,13,12,6,5,23,18,4,9,4,4,1,0,2013-2014
I1,2014-02-23,Inter,Cagliari,1,1,D,0,1,A,16,6,5,1,11,15,5,3,1,4,0,0,2013-2014
I1,2014-02-23,Juventus,Torino,1,0,H,1,0,H,15,15,6,3,12,15,4,2,2,2,0,0,2013-2014
I1,2014-02-23,Lazio,Sassuolo,3,2,H,1,0,H,11,7,4,4,16,12,4,4,1,3,0,0,2013-2014
I1,2014-02-23,Livorno,Verona,2,3,A,0,3,A,21,16,4,7,19,13,6,8,4,2,0,0,2013-2014
I1,2014-02-23,Sampdoria,Milan,0,2,A,0,1,A,8,14,3,8,12,12,4,4,4,3,1,0,2013-2014
I1,2014-02-23,Udinese,Atalanta,1,1,D,0,1,A,11,8,6,4,15,17,6,7,2,2,0,0,2013-2014
I1,2014-02-24,Napoli,Genoa,1,1,D,1,0,H,9,11,3,5,19,15,5,5,5,2,0,0,2013-2014
I1,2014-02-24,Parma,Fiorentina,2,2,D,1,1,D,11,17,5,2,18,13,1,6,3,3,1,2,2013-2014
I1,2014-03-01,Roma,Inter,0,0,D,0,0,D,10,11,4,1,14,19,5,6,0,1,0,0,2013-2014
I1,2014-03-02,Atalanta,Chievo,2,1,H,1,0,H,12,12,5,4,12,10,6,8,1,3,0,1,2013-2014
I1,2014-03-02,Cagliari,Udinese,3,0,H,1,0,H,9,16,4,5,15,13,2,9,3,1,0,0,2013-2014
I1,2014-03-02,Fiorentina,Lazio,0,1,A,0,1,A,18,10,2,3,12,13,7,6,3,3,0,0,2013-2014
I1,2014-03-02,Genoa,Catania,2,0,H,1,0,H,17,10,7,2,28,20,4,0,3,0,0,1,2013-2014
I1,2014-03-02,Livorno,Napoli,1,1,D,1,1,D,10,16,4,7,20,10,4,4,2,2,0,0,2013-2014
I1,2014-03-02,Milan,Juventus,0,2,A,0,1,A,22,10,9,5,15,7,7,1,1,2,0,0,2013-2014
I1,2014-03-02,Sassuolo,Parma,0,1,A,0,1,A,8,16,3,6,22,23,6,6,2,1,1,0,2013-2014
I1,2014-03-02,Torino,Sampdoria,0,2,A,0,1,A,21,11,6,4,13,20,12,4,3,3,0,0,2013-2014
I1,2014-03-02,Verona,Bologna,0,0,D,0,0,D,9,14,2,6,18,15,8,3,1,5,0,1,2013-2014
I1,2014-03-08,Catania,Cagliari,1,1,D,0,0,D,18,9,3,3,19,18,12,2,3,2,0,1,2013-2014
I1,2014-03-08,Udinese,Milan,1,0,H,0,0,D,14,15,3,5,13,13,2,8,1,3,0,0,2013-2014
I1,2014-03-09,Bologna,Sassuolo,0,0,D,0,0,D,9,12,4,3,23,19,1,2,1,2,0,0,2013-2014
I1,2014-03-09,Chievo,Genoa,2,1,H,1,0,H,17,19,5,6,20,21,6,10,1,4,0,0,2013-2014
I1,2014-03-09,Inter,Torino,1,0,H,1,0,H,15,6,3,2,8,15,2,5,0,4,0,0,2013-2014
I1,2014-03-09,Juventus,Fiorentina,1,0,H,1,0,H,13,11,2,0,13,14,6,2,2,4,0,0,2013-2014
I1,2014-03-09,Lazio,Atalanta,0,1,A,0,0,D,15,11,4,5,17,13,10,2,1,1,1,0,2013-2014
I1,2014-03-09,Napoli,Roma,1,0,H,0,0,D,13,14,4,6,13,8,3,5,1,2,0,0,2013-2014
I1,2014-03-09,Parma,Verona,2,0,H,1,0,H,17,11,6,3,16,14,8,5,3,2,0,0,2013-2014
I1,2014-03-09,Sampdoria,Livorno,4,2,H,0,2,A,18,15,7,6,22,14,12,4,2,3,0,0,2013-2014
I1,2014-03-15,Verona,Inter,0,2,A,0,1,A,10,18,4,8,6,7,3,5,2,1,0,0,2013-2014
I1,2014-03-16,Atalanta,Sampdoria,3,0,H,2,0,H,12,15,4,4,12,15,9,3,1,1,0,0,2013-2014
I1,2014-03-16,Cagliari,Lazio,0,2,A,0,1,A,8,17,3,5,13,14,3,3,4,2,1,0,2013-2014
I1,2014-03-16,Fiorentina,Chievo,3,1,H,2,0,H,10,16,5,4,10,25,4,7,0,3,0,0,2013-2014
I1,2014-03-16,Genoa,Juventus,0,1,A,0,0,D,14,6,4,1,23,18,3,3,4,2,0,0,2013-2014
I1,2014-03-16,Livorno,Bologna,2,1,H,0,0,D,8,15,4,4,19,17,2,5,3,3,2,0,2013-2014
I1,2014-03-16,Milan,Parma,2,4,A,0,1,A,13,20,3,6,14,16,4,6,3,2,1,0,2013-2014
I1,2014-03-16,Sassuolo,Catania,3,1,H,0,1,A,21,9,10,3,21,24,10,2,5,2,0,0,2013-2014
I1,2014-03-17,Roma,Udinese,3,2,H,2,0,H,20,14,9,8,8,13,5,11,1,1,0,0,2013-2014
I1,2014-03-17,Torino,Napoli,0,1,A,0,0,D,12,13,4,4,14,8,5,5,2,2,0,0,2013-2014
